[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: AIRPLANES_1_TRANSPORT_SUPPLY_ANIM
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: AIRPLANES_3_TRANSPORT_SUPPLY_ANIM
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: TRANSPORT_DIVISION_FACTOR
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: MAX_TRANSPORT_SCENARIOS
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_R
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_G
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_B
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_A
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_R
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_G
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_B
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_A
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: CAPITAL_ICON_CUTOFF
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ARMY_DEFENSIVE_LINE_BUTTON_SIZE
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ARMY_GROUP_DEFENSIVE_LINE_BUTTON_SIZE
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ACCLIMATIZATION_CAMO_SHOW_AT
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ACCLIMATIZATION_CAMO_SHOW_WHEN_IN_STATE
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: DIVISION_NAMES_GROUP_MAX_TOOLTIP_ENTRIES
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: TRADE_ROUTE_BAD_EFFICIENCY_THRESHOLD
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: TRADE_ROUTE_REGIONAL_BAD_EFFICIENCY_THRESHOLD
[10:22:02][pdx_lua.cpp:462]: 
LUA Error: incorrect lua value: TRAIT_GRID_COLUMN_SHIFTS
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: TRAIT_GRID_ROW_SHIFT
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: UNIT_SELECT_DOUBLE_CLICK_TIME
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_PING_DURATION
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_PING_SPEEDUP_ON_SCREEN
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_PING_DELAY_BETWEEN_PINGS
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_TOGGLE_DURATION
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: MINIMAP_TOGGLE_SHIFT
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: TIMED_MESSAGE_TIMEOUT
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: DRAG_AND_DROP_SCROLLING_SENSITIVITY
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: GRIDBOX_ELEMENTS_INTERPOLATION_SPEED
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_GROUP_PORTRAIT_SPACING
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_GROUP_FIRST_MEMBER_SPACING
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_GROUP_COLLAPSE_EXTRA_SPACING
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_LIST_BOTTOM_PADDING
[10:22:02][pdx_lua.cpp:462]: 
LUA Error: incorrect lua value: MILITARY_FACTORIES_SCALE
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BATTLE_SOUND_FALLOFF_DEFAULT
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_16, near line: 373
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 375
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_18, near line: 379
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_17, near line: 380
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 382
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_19, near line: 386
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_18, near line: 387
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 389
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_20, near line: 393
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_19, near line: 394
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 396
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_21, near line: 400
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_20, near line: 401
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 403
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_22, near line: 407
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_21, near line: 408
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 410
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_23, near line: 414
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_22, near line: 415
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 417
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_interservice_rivalry_army_strengthened, near line: 6
swap_ideas effect: Invalid idea for add_idea: JAP_interservice_rivalry_army_dominant, near line: 7
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 9
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_interservice_rivalry_balanced, near line: 14
swap_ideas effect: Invalid idea for add_idea: JAP_interservice_rivalry_army_strengthened, near line: 15
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 17
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_interservice_rivalry_navy_strengthened, near line: 22
swap_ideas effect: Invalid idea for add_idea: JAP_interservice_rivalry_balanced, near line: 23
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 25
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_interservice_rivalry_navy_dominant, near line: 30
swap_ideas effect: Invalid idea for add_idea: JAP_interservice_rivalry_navy_strengthened, near line: 31
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 33
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_interservice_rivalry_navy_strengthened, near line: 42
swap_ideas effect: Invalid idea for add_idea: JAP_interservice_rivalry_navy_dominant, near line: 43
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 45
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_interservice_rivalry_balanced, near line: 49
swap_ideas effect: Invalid idea for add_idea: JAP_interservice_rivalry_navy_strengthened, near line: 50
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 52
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_interservice_rivalry_army_strengthened, near line: 56
swap_ideas effect: Invalid idea for add_idea: JAP_interservice_rivalry_balanced, near line: 57
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 59
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_interservice_rivalry_army_dominant, near line: 63
swap_ideas effect: Invalid idea for add_idea: JAP_interservice_rivalry_army_strengthened, near line: 64
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 66
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 76
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 77
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_intervene_in_china_2, near line: 82
swap_ideas effect: Invalid idea for add_idea: JAP_intervene_in_china_1, near line: 83
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 85
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_intervene_in_china_3, near line: 90
swap_ideas effect: Invalid idea for add_idea: JAP_intervene_in_china_2, near line: 91
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 93
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_intervene_in_china_4, near line: 98
swap_ideas effect: Invalid idea for add_idea: JAP_intervene_in_china_3, near line: 99
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 101
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: JAP_intervene_in_china_5, near line: 106
swap_ideas effect: Invalid idea for add_idea: JAP_intervene_in_china_4, near line: 107
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 109
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 116
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 117
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 121
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 122
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 126
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 127
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 131
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 132
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 134
" in file: "common/scripted_effects/JAP_scripted_effects.txt" near line: 135
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 4
" in file: "common/scripted_effects/MAN_scripted_effects.txt" near line: 5
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 8
" in file: "common/scripted_effects/MAN_scripted_effects.txt" near line: 9
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 12
" in file: "common/scripted_effects/MAN_scripted_effects.txt" near line: 13
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 16
" in file: "common/scripted_effects/MAN_scripted_effects.txt" near line: 17
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 20
" in file: "common/scripted_effects/MAN_scripted_effects.txt" near line: 21
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: MAN_low_legitimacy_2, near line: 31
swap_ideas effect: Invalid idea for add_idea: MAN_low_legitimacy_1, near line: 32
" in file: "common/scripted_effects/MAN_scripted_effects.txt" near line: 34
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 35
" in file: "common/scripted_effects/MAN_scripted_effects.txt" near line: 35
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: MAN_low_legitimacy_2, near line: 40
swap_ideas effect: Invalid idea for add_idea: MAN_low_legitimacy_1, near line: 41
" in file: "common/scripted_effects/MAN_scripted_effects.txt" near line: 43
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: MAN_low_legitimacy_3, near line: 47
swap_ideas effect: Invalid idea for add_idea: MAN_low_legitimacy_2, near line: 48
" in file: "common/scripted_effects/MAN_scripted_effects.txt" near line: 50
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: MAN_low_legitimacy_4, near line: 54
swap_ideas effect: Invalid idea for add_idea: MAN_low_legitimacy_3, near line: 55
" in file: "common/scripted_effects/MAN_scripted_effects.txt" near line: 57
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: MAN_low_legitimacy_5, near line: 61
swap_ideas effect: Invalid idea for add_idea: MAN_low_legitimacy_4, near line: 62
" in file: "common/scripted_effects/MAN_scripted_effects.txt" near line: 64
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in common/ai_strategy_plans/CHI_historical_strategy_plan.txt line : 19
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 19
" in file: "common/ai_strategy_plans/CHI_historical_strategy_plan.txt" near line: 22
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in common/ai_strategy_plans/JAP_alternate_strategy_plan.txt line : 8
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 8
" in file: "common/ai_strategy_plans/JAP_alternate_strategy_plan.txt" near line: 11
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in common/ai_strategy_plans/JAP_alternate_strategy_plan.txt line : 13
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 13
" in file: "common/ai_strategy_plans/JAP_alternate_strategy_plan.txt" near line: 17
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in common/ai_strategy_plans/JAP_alternate_strategy_plan.txt line : 55
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 55
" in file: "common/ai_strategy_plans/JAP_alternate_strategy_plan.txt" near line: 58
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in common/ai_strategy_plans/JAP_alternate_strategy_plan.txt line : 60
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 60
" in file: "common/ai_strategy_plans/JAP_alternate_strategy_plan.txt" near line: 64
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in common/ai_strategy_plans/JAP_historical_strategy_plan.txt line : 8
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 8
" in file: "common/ai_strategy_plans/JAP_historical_strategy_plan.txt" near line: 11
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in common/ai_strategy_plans/JAP_historical_strategy_plan.txt line : 13
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 13
" in file: "common/ai_strategy_plans/JAP_historical_strategy_plan.txt" near line: 16
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][idea.cpp:549]: Invalid trait
[10:22:55][lexer.cpp:71]: File 'events/Japan.txt' should be in utf8-bom encoding (will try to use it anyways)
[10:22:55][effect.cpp:211]: Error: "Malformed token: FRA_mers_el_kebir, near line: 120
" in file: "events/WTT_Britain.txt" near line: 121
[10:22:55][effect.cpp:211]: Error: "Malformed token: POR_rejected_lease, near line: 334
" in file: "events/WTT_Britain.txt" near line: 334
[10:22:55][effect.cpp:211]: Error: "Malformed token: CHI_xian_refused, near line: 1202
" in file: "events/WTT_China.txt" near line: 1202
[10:22:55][effect.cpp:211]: Error: "Malformed token: CHI_refused_support, near line: 1241
" in file: "events/WTT_China.txt" near line: 1242
[10:22:55][effect.cpp:211]: Error: "Malformed token: CHI_refused_support, near line: 1344
" in file: "events/WTT_China.txt" near line: 1344
[10:22:55][effect.cpp:211]: Error: "Malformed token: CHI_refused_support, near line: 1391
" in file: "events/WTT_China.txt" near line: 1391
[10:22:55][effect.cpp:211]: Error: "Malformed token: CHI_refused_support, near line: 1472
" in file: "events/WTT_China.txt" near line: 1472
[10:22:55][effect.cpp:211]: Error: "Malformed token: great_war_hero, near line: 79
" in file: "events/WTT_Germany.txt" near line: 81
[10:22:55][effect.cpp:211]: Error: "Malformed token: GER_netherlands_kaiser_accept_opinion, near line: 169
" in file: "events/WTT_Germany.txt" near line: 170
[10:22:55][effect.cpp:211]: Error: "Malformed token: GER_netherlands_kaiser_decline_opinion, near line: 198
" in file: "events/WTT_Germany.txt" near line: 199
[10:22:55][effect.cpp:211]: Error: "Malformed token: anti_democrat, near line: 226
Malformed token: imperial_connections, near line: 226
" in file: "events/WTT_Germany.txt" near line: 228
[10:22:55][effect.cpp:211]: Error: "Malformed token: popular_figurehead2, near line: 269
" in file: "events/WTT_Germany.txt" near line: 271
[10:22:55][effect.cpp:211]: Error: "Malformed token: anti_democrat, near line: 297
Malformed token: imperial_connections, near line: 297
" in file: "events/WTT_Germany.txt" near line: 299
[10:22:55][persistent.cpp:35]: Error: "Invalid idea: GER_preparing_ITA_coup, near line: 356
" in file: "events/WTT_Germany.txt" near line: 356
[10:22:55][persistent.cpp:35]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_preparing_ITA_coup, near line: 419
swap_ideas effect: Invalid idea for add_idea: GER_preparing_ITA_coup2, near line: 420
" in file: "events/WTT_Germany.txt" near line: 421
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 422
" in file: "events/WTT_Germany.txt" near line: 422
[10:22:55][effect.cpp:211]: Error: "Malformed token: danzig_for_guarantees, near line: 497
" in file: "events/WTT_Germany.txt" near line: 497
[10:22:55][effect.cpp:211]: Error: "Malformed token: danzig_for_guarantees, near line: 552
" in file: "events/WTT_Germany.txt" near line: 552
[10:22:55][effect.cpp:211]: Error: "Invalid idea: GER_communist_refugees, near line: 596
" in file: "events/WTT_Germany.txt" near line: 597
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_soviet_military_exercises in database.  file: events/WTT_Germany.txt line: 651
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 651 and 651. Check previous errors for more information. 
[10:22:55][persistent.cpp:35]: Error: "Unexpected token: remove_ideas, near line: 675
" in file: "events/WTT_Germany.txt" near line: 675
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_soviet_protect_our_sphere in database.  file: events/WTT_Germany.txt line: 707
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 707 and 707. Check previous errors for more information. 
[10:22:55][effect.cpp:211]: Error: "Invalid idea: GER_the_great_red_menace, near line: 888
" in file: "events/WTT_Germany.txt" near line: 888
[10:22:55][effect.cpp:211]: Error: "Malformed token: popular_figurehead2, near line: 939
" in file: "events/WTT_Germany.txt" near line: 941
[10:22:55][effect.cpp:211]: Error: "Malformed token: popular_figurehead2, near line: 978
" in file: "events/WTT_Germany.txt" near line: 980
[10:22:55][effectimplementation.cpp:1446]: No idea named kaiser_challenge_met in database.  file: events/WTT_Germany.txt line: 1505
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 1504 and 1507. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named fascism_drift_ARG in database.  file: events/WTT_Germany.txt line: 2131
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2131 and 2131. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2566
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2566 and 2566. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2573
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2573 and 2573. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2580
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2580 and 2580. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2587
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2587 and 2587. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2594
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2594 and 2594. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2601
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2601 and 2601. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2608
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2608 and 2608. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2615
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2615 and 2615. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2622
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2622 and 2622. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2629
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2629 and 2629. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2636
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2636 and 2636. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2643
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2643 and 2643. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2650
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2650 and 2650. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2657
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2657 and 2657. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2664
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2664 and 2664. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2671
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2671 and 2671. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2678
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2678 and 2678. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2685
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2685 and 2685. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2692
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2692 and 2692. Check previous errors for more information. 
[10:22:55][effectimplementation.cpp:1446]: No idea named GER_mefo_bills_ended in database.  file: events/WTT_Germany.txt line: 2699
[10:22:55][effectimplementation.cpp:1459]: Broken add_timed_idea or modify_timed_idea effect
[10:22:55][effect.cpp:221]: Error: InitPostRead failed in file: "events/WTT_Germany.txt" in object(s) between line(s): 2699 and 2699. Check previous errors for more information. 
